category,word,commons_title,commons_url,wikidata_id,wikidata_url,sona_exists,sona_url,tok_exists,tok_url,tok_wikidata_id,tok_wikidata_url,wiktionary_exists,wiktionary_url
Category:Sitelen Pona ligatures,ijo ike,Category:Ijo ike (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_ike_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo ilo,Category:Ijo ilo (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_ilo_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo insa,Category:Ijo insa (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_insa_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo jaki,Category:Ijo jaki (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_jaki_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo jan,Category:Ijo jan (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_jan_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo jelo,Category:Ijo jelo (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_jelo_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo jo,Category:Ijo jo (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_jo_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo kala,Category:Ijo kala (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_kala_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo kalama,Category:Ijo kalama (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_kalama_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo kama,Category:Ijo kama (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_kama_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo kasi,Category:Ijo kasi (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_kasi_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo ken,Category:Ijo ken (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_ken_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo kepeken,Category:Ijo kepeken (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_kepeken_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo kepen,Category:Ijo kepen (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_kepen_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo kijetesantakalu,Category:Ijo kijetesantakalu (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_kijetesantakalu_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo kili,Category:Ijo kili (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_kili_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo kin,Category:Ijo kin (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_kin_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo kipisi,Category:Ijo kipisi (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_kipisi_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo kiwen,Category:Ijo kiwen (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_kiwen_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo ko,Category:Ijo ko (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_ko_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo kon,Category:Ijo kon (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_kon_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo kule,Category:Ijo kule (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_kule_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo kulupu,Category:Ijo kulupu (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_kulupu_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo kute,Category:Ijo kute (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_kute_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo lape,Category:Ijo lape (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_lape_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo laso,Category:Ijo laso (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_laso_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo lawa,Category:Ijo lawa (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_lawa_(toki_pona),,,No,,Yes,https://tok.wikipedia.org/wiki/ijo_ni_li_lon_sijelo_li_ken_ante_e_nasin_sijelo_e_pilin,Q11364,https://www.wikidata.org/wiki/Q11364,No,
Category:Sitelen Pona ligatures,ijo leko,Category:Ijo leko (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_leko_(toki_pona),,,No,,Yes,https://tok.wikipedia.org/wiki/leko_tomo,,,No,
Category:Sitelen Pona ligatures,ijo len,Category:Ijo len (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_len_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo lete,Category:Ijo lete (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_lete_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo lili,Category:Ijo lili (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_lili_(toki_pona),,,No,,Yes,https://tok.wikipedia.org/wiki/wan_lili,Q1621273,https://www.wikidata.org/wiki/Q1621273,No,
Category:Sitelen Pona ligatures,ijo linja,Category:Ijo linja (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_linja_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo lipu,Category:Ijo lipu (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_lipu_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo loje,Category:Ijo loje (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_loje_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo lon,Category:Ijo lon (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_lon_(toki_pona),,,No,,Yes,https://tok.wikipedia.org/wiki/ijo_wile,Q7239,https://www.wikidata.org/wiki/Q7239,No,
Category:Sitelen Pona ligatures,ijo luka,Category:Ijo luka (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_luka_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo lukin,Category:Ijo lukin (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_lukin_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo lupa,Category:Ijo lupa (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_lupa_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo ma,Category:Ijo ma (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_ma_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo mama,Category:Ijo mama (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_mama_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo mani,Category:Ijo mani (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_mani_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo meli,Category:Ijo meli (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_meli_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo mi,Category:Ijo mi (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_mi_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo mije,Category:Ijo mije (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_mije_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo moku,Category:Ijo moku (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_moku_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo moli,Category:Ijo moli (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_moli_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo monsi,Category:Ijo monsi (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_monsi_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo monsuta,Category:Ijo monsuta (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_monsuta_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo mu,Category:Ijo mu (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_mu_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo mun,Category:Ijo mun (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_mun_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo musi,Category:Ijo musi (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_musi_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo mute,Category:Ijo mute (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_mute_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo namako,Category:Ijo namako (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_namako_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo nanpa,Category:Ijo nanpa (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_nanpa_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo nasa,Category:Ijo nasa (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_nasa_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo nasin,Category:Ijo nasin (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_nasin_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo nena,Category:Ijo nena (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_nena_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo ni,Category:Ijo ni (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_ni_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo ni li seme,Category:Ijo ni li seme (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_ni_li_seme_(toki_pona),,,Yes,https://sona.pona.la/wiki/ijo_ni_li_seme,No,,,,No,
Category:Sitelen Pona ligatures,ijo nimi,Category:Ijo nimi (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_nimi_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo noka,Category:Ijo noka (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_noka_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo oko,Category:Ijo oko (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_oko_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo olin,Category:Ijo olin (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_olin_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo ona,Category:Ijo ona (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_ona_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo open,Category:Ijo open (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_open_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo pakala,Category:Ijo pakala (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_pakala_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo pake,Category:Ijo pake (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_pake_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo pali,Category:Ijo pali (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_pali_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo palisa,Category:Ijo palisa (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_palisa_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo pan,Category:Ijo pan (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_pan_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo pana,Category:Ijo pana (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_pana_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo pilin,Category:Ijo pilin (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_pilin_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo pimeja,Category:Ijo pimeja (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_pimeja_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo pini,Category:Ijo pini (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_pini_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo pipi,Category:Ijo pipi (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_pipi_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo poka,Category:Ijo poka (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_poka_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo poki,Category:Ijo poki (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_poki_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo pona,Category:Ijo pona (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_pona_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo pu,Category:Ijo pu (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_pu_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo sama,Category:Ijo sama (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_sama_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo seli,Category:Ijo seli (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_seli_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo selo,Category:Ijo selo (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_selo_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo seme,Category:Ijo seme (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_seme_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo sewi,Category:Ijo sewi (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_sewi_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo sijelo,Category:Ijo sijelo (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_sijelo_(toki_pona),,,No,,Yes,https://tok.wikipedia.org/wiki/ijo_wile,Q7239,https://www.wikidata.org/wiki/Q7239,No,
Category:Sitelen Pona ligatures,ijo sike,Category:Ijo sike (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_sike_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo sin,Category:Ijo sin (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_sin_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo sina,Category:Ijo sina (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_sina_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo sinpin,Category:Ijo sinpin (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_sinpin_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo sitelen,Category:Ijo sitelen (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_sitelen_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo sona,Category:Ijo sona (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_sona_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo soweli,Category:Ijo soweli (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_soweli_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo Stella,Category:Ijo Stella (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_Stella_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo suli,Category:Ijo suli (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_suli_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo suno,Category:Ijo suno (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_suno_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo supa,Category:Ijo supa (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_supa_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo suwi,Category:Ijo suwi (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_suwi_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo tan,Category:Ijo tan (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_tan_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo taso,Category:Ijo taso (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_taso_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo tawa,Category:Ijo tawa (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_tawa_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo telo,Category:Ijo telo (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_telo_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo tenpo,Category:Ijo tenpo (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_tenpo_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo toki,Category:Ijo toki (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_toki_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo tomo,Category:Ijo tomo (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_tomo_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo tonsi,Category:Ijo tonsi (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_tonsi_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo tu,Category:Ijo tu (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_tu_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo unpa,Category:Ijo unpa (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_unpa_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo uta,Category:Ijo uta (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_uta_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo utala,Category:Ijo utala (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_utala_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo vivi,Category:Ijo vivi (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_vivi_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo walo,Category:Ijo walo (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_walo_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo wan,Category:Ijo wan (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_wan_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo waso,Category:Ijo waso (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_waso_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo wawa,Category:Ijo wawa (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_wawa_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo weka,Category:Ijo weka (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_weka_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ijo wile,Category:Ijo wile (toki pona),https://commons.wikimedia.org/wiki/Category:Ijo_wile_(toki_pona),,,No,,Yes,https://tok.wikipedia.org/wiki/ijo_wile,Q7239,https://www.wikidata.org/wiki/Q7239,No,
Category:Sitelen Pona ligatures,ike ala,Category:Ike ala (toki pona),https://commons.wikimedia.org/wiki/Category:Ike_ala_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ike lili,Category:Ike lili (toki pona),https://commons.wikimedia.org/wiki/Category:Ike_lili_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ike lukin,Category:Ike lukin (toki pona),https://commons.wikimedia.org/wiki/Category:Ike_lukin_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ike mute,Category:Ike mute (toki pona),https://commons.wikimedia.org/wiki/Category:Ike_mute_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ilo kipisi,Category:Ilo kipisi (toki pona),https://commons.wikimedia.org/wiki/Category:Ilo_kipisi_(toki_pona),,,No,,Yes,https://tok.wikipedia.org/wiki/ilo,Q11016,https://www.wikidata.org/wiki/Q11016,No,
Category:Sitelen Pona ligatures,ilo lape,Category:Ilo lape (toki pona),https://commons.wikimedia.org/wiki/Category:Ilo_lape_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ilo lukin,Category:Ilo lukin (toki pona),https://commons.wikimedia.org/wiki/Category:Ilo_lukin_(toki_pona),,,No,,Yes,https://tok.wikipedia.org/wiki/ilo_lukin,Q116877139,https://www.wikidata.org/wiki/Q116877139,No,
Category:Sitelen Pona ligatures,ilo moli,Category:Ilo moli (toki pona),https://commons.wikimedia.org/wiki/Category:Ilo_moli_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ilo musi,Category:Ilo musi (toki pona),https://commons.wikimedia.org/wiki/Category:Ilo_musi_(toki_pona),,,No,,Yes,https://tok.wikipedia.org/wiki/ilo_musi,Q11422,https://www.wikidata.org/wiki/Q11422,No,
Category:Sitelen Pona ligatures,ilo nanpa,Category:Ilo nanpa (toki pona),https://commons.wikimedia.org/wiki/Category:Ilo_nanpa_(toki_pona),,,Yes,https://sona.pona.la/wiki/ilo_nanpa,Yes,https://tok.wikipedia.org/wiki/ilo_nanpa,Q2135246,https://www.wikidata.org/wiki/Q2135246,No,
Category:Sitelen Pona ligatures,ilo oko,Category:Ilo oko (toki pona),https://commons.wikimedia.org/wiki/Category:Ilo_oko_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ilo open,Category:Ilo open (toki pona),https://commons.wikimedia.org/wiki/Category:Ilo_open_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ilo suno,Category:Ilo suno (toki pona),https://commons.wikimedia.org/wiki/Category:Ilo_suno_(toki_pona),,,No,,Yes,https://tok.wikipedia.org/wiki/suno,Q12969754,https://www.wikidata.org/wiki/Q12969754,No,
Category:Sitelen Pona ligatures,ilo toki,Category:Ilo toki (toki pona),https://commons.wikimedia.org/wiki/Category:Ilo_toki_(toki_pona),,,No,,Yes,https://tok.wikipedia.org/wiki/ilo_toki,Q11035,https://www.wikidata.org/wiki/Q11035,No,
Category:Sitelen Pona ligatures,jan ala,Category:Jan ala (toki pona),https://commons.wikimedia.org/wiki/Category:Jan_ala_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,jan alasa,Category:Jan alasa (toki pona),https://commons.wikimedia.org/wiki/Category:Jan_alasa_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,jan ale,Category:Jan ale (toki pona),https://commons.wikimedia.org/wiki/Category:Jan_ale_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,jan ali,Category:Jan ali (toki pona),https://commons.wikimedia.org/wiki/Category:Jan_ali_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,jan ante,Category:Jan ante (toki pona),https://commons.wikimedia.org/wiki/Category:Jan_ante_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,jan ike,Category:Jan ike (toki pona),https://commons.wikimedia.org/wiki/Category:Jan_ike_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,jan kala,Category:Jan kala (toki pona),https://commons.wikimedia.org/wiki/Category:Jan_kala_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,jan kalama,Category:Jan kalama (toki pona),https://commons.wikimedia.org/wiki/Category:Jan_kalama_(toki_pona),,,No,,No,,,,No,
