category,word,commons_title,commons_url,wikidata_id,wikidata_url,sona_exists,sona_url,tok_exists,tok_url,tok_wikidata_id,tok_wikidata_url,wiktionary_exists,wiktionary_url
Category:Sitelen Pona ligatures,jan kasi,Category:Jan kasi (toki pona),https://commons.wikimedia.org/wiki/Category:Jan_kasi_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,jan kulupu,Category:Jan kulupu (toki pona),https://commons.wikimedia.org/wiki/Category:Jan_kulupu_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,jan lawa,Category:Jan lawa (toki pona),https://commons.wikimedia.org/wiki/Category:Jan_lawa_(toki_pona),,,No,,Yes,https://tok.wikipedia.org/wiki/jan_lawa,Q1251441,https://www.wikidata.org/wiki/Q1251441,Yes,https://en.wiktionary.org/wiki/Appendix:Toki_Pona/jan_lawa
Category:Sitelen Pona ligatures,jan lili,Category:Jan lili (toki pona),https://commons.wikimedia.org/wiki/Category:Jan_lili_(toki_pona),,,Yes,https://sona.pona.la/wiki/jan_lili,Yes,https://tok.wikipedia.org/wiki/jan_lili,Q7569,https://www.wikidata.org/wiki/Q7569,No,
Category:Sitelen Pona ligatures,jan monsuta,Category:Jan monsuta (toki pona),https://commons.wikimedia.org/wiki/Category:Jan_monsuta_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,jan mute,Category:Jan mute (toki pona),https://commons.wikimedia.org/wiki/Category:Jan_mute_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,jan nasa,Category:Jan nasa (toki pona),https://commons.wikimedia.org/wiki/Category:Jan_nasa_(toki_pona),,,No,,Yes,https://tok.wikipedia.org/wiki/sitelen_Parahumans,Q29471598,https://www.wikidata.org/wiki/Q29471598,No,
Category:Sitelen Pona ligatures,jan ni,Category:Jan ni (toki pona),https://commons.wikimedia.org/wiki/Category:Jan_ni_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,jan olin,Category:Jan olin (toki pona),https://commons.wikimedia.org/wiki/Category:Jan_olin_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,jan pakala,Category:Jan pakala (toki pona),https://commons.wikimedia.org/wiki/Category:Jan_pakala_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,jan pali,Category:Jan pali (toki pona),https://commons.wikimedia.org/wiki/Category:Jan_pali_(toki_pona),,,No,,Yes,https://tok.wikipedia.org/wiki/pali,Q268378,https://www.wikidata.org/wiki/Q268378,Yes,https://en.wiktionary.org/wiki/Appendix:Toki_Pona/jan_pali
Category:Sitelen Pona ligatures,jan poka,Category:Jan poka (toki pona),https://commons.wikimedia.org/wiki/Category:Jan_poka_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,jan pona,Category:Jan pona (toki pona),https://commons.wikimedia.org/wiki/Category:Jan_pona_(toki_pona),,,Yes,https://sona.pona.la/wiki/jan_pona,No,,,,Yes,https://en.wiktionary.org/wiki/Appendix:Toki_Pona/jan_pona
Category:Sitelen Pona ligatures,jan sama,Category:Jan sama (toki pona),https://commons.wikimedia.org/wiki/Category:Jan_sama_(toki_pona),,,No,,Yes,https://tok.wikipedia.org/wiki/jan_pi_mama_sama,,,No,
Category:Sitelen Pona ligatures,jan seme,Category:Jan seme (toki pona),https://commons.wikimedia.org/wiki/Category:Jan_seme_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,jan sewi,Category:Jan sewi (toki pona),https://commons.wikimedia.org/wiki/Category:Jan_sewi_(toki_pona),,,No,,Yes,https://tok.wikipedia.org/wiki/jan_sewi,Q178885,https://www.wikidata.org/wiki/Q178885,No,
Category:Sitelen Pona ligatures,jan sin,Category:Jan sin (toki pona),https://commons.wikimedia.org/wiki/Category:Jan_sin_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,jan sona,Category:Jan sona (toki pona),https://commons.wikimedia.org/wiki/Category:Jan_sona_(toki_pona),,,No,,Yes,https://tok.wikipedia.org/wiki/jan_sona,Q20826540,https://www.wikidata.org/wiki/Q20826540,No,
Category:Sitelen Pona ligatures,jan suli,Category:Jan suli (toki pona),https://commons.wikimedia.org/wiki/Category:Jan_suli_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,jan suwi,Category:Jan suwi (toki pona),https://commons.wikimedia.org/wiki/Category:Jan_suwi_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,jan toki,Category:Jan toki (toki pona),https://commons.wikimedia.org/wiki/Category:Jan_toki_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,jan unpa,Category:Jan unpa (toki pona),https://commons.wikimedia.org/wiki/Category:Jan_unpa_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,jan utala,Category:Jan utala (toki pona),https://commons.wikimedia.org/wiki/Category:Jan_utala_(toki_pona),,,No,,Yes,https://tok.wikipedia.org/wiki/jan_utala,Q4991371,https://www.wikidata.org/wiki/Q4991371,No,
Category:Sitelen Pona ligatures,jan wawa,Category:Jan wawa (toki pona),https://commons.wikimedia.org/wiki/Category:Jan_wawa_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,kala ike,Category:Kala ike (toki pona),https://commons.wikimedia.org/wiki/Category:Kala_ike_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,kala lete,Category:Kala lete (toki pona),https://commons.wikimedia.org/wiki/Category:Kala_lete_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,kala lili,Category:Kala lili (toki pona),https://commons.wikimedia.org/wiki/Category:Kala_lili_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,kala pona,Category:Kala pona (toki pona),https://commons.wikimedia.org/wiki/Category:Kala_pona_(toki_pona),,,Yes,https://sona.pona.la/wiki/kala_pona,No,,,,No,
Category:Sitelen Pona ligatures,kalama musi,Category:Kalama musi (toki pona),https://commons.wikimedia.org/wiki/Category:Kalama_musi_(toki_pona),,,Yes,https://sona.pona.la/wiki/kalama_musi,Yes,https://tok.wikipedia.org/wiki/kalama_musi,Q638,https://www.wikidata.org/wiki/Q638,No,
Category:Sitelen Pona ligatures,kama pona,Category:Kama pona (toki pona),https://commons.wikimedia.org/wiki/Category:Kama_pona_(toki_pona),,,Yes,https://sona.pona.la/wiki/kama_pona,No,,,,Yes,https://en.wiktionary.org/wiki/Appendix:Toki_Pona/kama_pona
Category:Sitelen Pona ligatures,kama sona,Category:Kama sona (toki pona),https://commons.wikimedia.org/wiki/Category:Kama_sona_(toki_pona),,,Yes,https://sona.pona.la/wiki/kama_sona,Yes,https://tok.wikipedia.org/wiki/kama_sona,,,No,
Category:Sitelen Pona ligatures,kasi jelo,Category:Kasi jelo (toki pona),https://commons.wikimedia.org/wiki/Category:Kasi_jelo_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,kasi ko,Category:Kasi ko (toki pona),https://commons.wikimedia.org/wiki/Category:Kasi_ko_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,kasi kule,Category:Kasi kule (toki pona),https://commons.wikimedia.org/wiki/Category:Kasi_kule_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,kasi laso,Category:Kasi laso (toki pona),https://commons.wikimedia.org/wiki/Category:Kasi_laso_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,kasi lili,Category:Kasi lili (toki pona),https://commons.wikimedia.org/wiki/Category:Kasi_lili_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,kasi loje,Category:Kasi loje (toki pona),https://commons.wikimedia.org/wiki/Category:Kasi_loje_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,kasi pimeja,Category:Kasi pimeja (toki pona),https://commons.wikimedia.org/wiki/Category:Kasi_pimeja_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,kasi walo,Category:Kasi walo (toki pona),https://commons.wikimedia.org/wiki/Category:Kasi_walo_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,kijetesantakalu soweli,Category:Kijetesantakalu soweli (toki pona),https://commons.wikimedia.org/wiki/Category:Kijetesantakalu_soweli_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,kili jelo,Category:Kili jelo (toki pona),https://commons.wikimedia.org/wiki/Category:Kili_jelo_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,kili laso,Category:Kili laso (toki pona),https://commons.wikimedia.org/wiki/Category:Kili_laso_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,kili lili,Category:Kili lili (toki pona),https://commons.wikimedia.org/wiki/Category:Kili_lili_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,kili loje,Category:Kili loje (toki pona),https://commons.wikimedia.org/wiki/Category:Kili_loje_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,kili palisa,Category:Kili palisa (toki pona),https://commons.wikimedia.org/wiki/Category:Kili_palisa_(toki_pona),,,No,,Yes,https://tok.wikipedia.org/wiki/kili_palisa,Q503,https://www.wikidata.org/wiki/Q503,No,
Category:Sitelen Pona ligatures,kili pimeja,Category:Kili pimeja (toki pona),https://commons.wikimedia.org/wiki/Category:Kili_pimeja_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,kili suwi,Category:Kili suwi (toki pona),https://commons.wikimedia.org/wiki/Category:Kili_suwi_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,kili walo,Category:Kili walo (toki pona),https://commons.wikimedia.org/wiki/Category:Kili_walo_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,kiwen ike,Category:Kiwen ike (toki pona),https://commons.wikimedia.org/wiki/Category:Kiwen_ike_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,kiwen jelo,Category:Kiwen jelo (toki pona),https://commons.wikimedia.org/wiki/Category:Kiwen_jelo_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,kiwen kasi,Category:Kiwen kasi (toki pona),https://commons.wikimedia.org/wiki/Category:Kiwen_kasi_(toki_pona),,,No,,Yes,https://tok.wikipedia.org/wiki/kiwen_kasi,Q287,https://www.wikidata.org/wiki/Q287,No,
Category:Sitelen Pona ligatures,kiwen laso,Category:Kiwen laso (toki pona),https://commons.wikimedia.org/wiki/Category:Kiwen_laso_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,kiwen lete,Category:Kiwen lete (toki pona),https://commons.wikimedia.org/wiki/Category:Kiwen_lete_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,kiwen lili,Category:Kiwen lili (toki pona),https://commons.wikimedia.org/wiki/Category:Kiwen_lili_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,kiwen loje,Category:Kiwen loje (toki pona),https://commons.wikimedia.org/wiki/Category:Kiwen_loje_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,kiwen mun,Category:Kiwen mun (toki pona),https://commons.wikimedia.org/wiki/Category:Kiwen_mun_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,kiwen pimeja,Category:Kiwen pimeja (toki pona),https://commons.wikimedia.org/wiki/Category:Kiwen_pimeja_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,kiwen pona,Category:Kiwen pona (toki pona),https://commons.wikimedia.org/wiki/Category:Kiwen_pona_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,kiwen seli,Category:Kiwen seli (toki pona),https://commons.wikimedia.org/wiki/Category:Kiwen_seli_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,kiwen suno,Category:Kiwen suno (toki pona),https://commons.wikimedia.org/wiki/Category:Kiwen_suno_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,kiwen walo,Category:Kiwen walo (toki pona),https://commons.wikimedia.org/wiki/Category:Kiwen_walo_(toki_pona),,,Yes,https://sona.pona.la/wiki/kiwen_walo,No,,,,No,
Category:Sitelen Pona ligatures,ko jaki,Category:Ko jaki (toki pona),https://commons.wikimedia.org/wiki/Category:Ko_jaki_(toki_pona),,,No,,Yes,https://tok.wikipedia.org/wiki/ko_jaki,Q496,https://www.wikidata.org/wiki/Q496,No,
Category:Sitelen Pona ligatures,ko jelo,Category:Ko jelo (toki pona),https://commons.wikimedia.org/wiki/Category:Ko_jelo_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ko kasi,Category:Ko kasi (toki pona),https://commons.wikimedia.org/wiki/Category:Ko_kasi_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ko kule,Category:Ko kule (toki pona),https://commons.wikimedia.org/wiki/Category:Ko_kule_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ko laso,Category:Ko laso (toki pona),https://commons.wikimedia.org/wiki/Category:Ko_laso_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ko lete,Category:Ko lete (toki pona),https://commons.wikimedia.org/wiki/Category:Ko_lete_(toki_pona),,,No,,Yes,https://tok.wikipedia.org/wiki/ko_lete,Q7561,https://www.wikidata.org/wiki/Q7561,No,
Category:Sitelen Pona ligatures,ko lili,Category:Ko lili (toki pona),https://commons.wikimedia.org/wiki/Category:Ko_lili_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ko loje,Category:Ko loje (toki pona),https://commons.wikimedia.org/wiki/Category:Ko_loje_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ko nasa,Category:Ko nasa (toki pona),https://commons.wikimedia.org/wiki/Category:Ko_nasa_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ko pimeja,Category:Ko pimeja (toki pona),https://commons.wikimedia.org/wiki/Category:Ko_pimeja_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ko seli,Category:Ko seli (toki pona),https://commons.wikimedia.org/wiki/Category:Ko_seli_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,ko walo,Category:Ko walo (toki pona),https://commons.wikimedia.org/wiki/Category:Ko_walo_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,kon lete,Category:Kon lete (toki pona),https://commons.wikimedia.org/wiki/Category:Kon_lete_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,kule kasi,Category:Kule kasi (toki pona),https://commons.wikimedia.org/wiki/Category:Kule_kasi_(toki_pona),,,No,,Yes,https://tok.wikipedia.org/wiki/laso,Q10834659,https://www.wikidata.org/wiki/Q10834659,No,
Category:Sitelen Pona ligatures,kule kili,Category:Kule kili (toki pona),https://commons.wikimedia.org/wiki/Category:Kule_kili_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,kule ma,Category:Kule ma (toki pona),https://commons.wikimedia.org/wiki/Category:Kule_ma_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,kule mun,Category:Kule mun (toki pona),https://commons.wikimedia.org/wiki/Category:Kule_mun_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,kule pilin,Category:Kule pilin (toki pona),https://commons.wikimedia.org/wiki/Category:Kule_pilin_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,kule sewi,Category:Kule sewi (toki pona),https://commons.wikimedia.org/wiki/Category:Kule_sewi_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,kule suno,Category:Kule suno (toki pona),https://commons.wikimedia.org/wiki/Category:Kule_suno_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,kule telo,Category:Kule telo (toki pona),https://commons.wikimedia.org/wiki/Category:Kule_telo_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,kule uta,Category:Kule uta (toki pona),https://commons.wikimedia.org/wiki/Category:Kule_uta_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,lan sin,Category:Lan sin (toki pona),https://commons.wikimedia.org/wiki/Category:Lan_sin_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,laso kasi,Category:Laso kasi (toki pona),https://commons.wikimedia.org/wiki/Category:Laso_kasi_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,laso mun,Category:Laso mun (toki pona),https://commons.wikimedia.org/wiki/Category:Laso_mun_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,laso sewi,Category:Laso sewi (toki pona),https://commons.wikimedia.org/wiki/Category:Laso_sewi_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,laso telo,Category:Laso telo (toki pona),https://commons.wikimedia.org/wiki/Category:Laso_telo_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,len jan,Category:Len jan (toki pona),https://commons.wikimedia.org/wiki/Category:Len_jan_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,len jelo,Category:Len jelo (toki pona),https://commons.wikimedia.org/wiki/Category:Len_jelo_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,len laso,Category:Len laso (toki pona),https://commons.wikimedia.org/wiki/Category:Len_laso_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,len lawa,Category:Len lawa (toki pona),https://commons.wikimedia.org/wiki/Category:Len_lawa_(toki_pona),,,No,,Yes,https://tok.wikipedia.org/wiki/len_lawa,,,No,
Category:Sitelen Pona ligatures,len lili,Category:Len lili (toki pona),https://commons.wikimedia.org/wiki/Category:Len_lili_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,len loje,Category:Len loje (toki pona),https://commons.wikimedia.org/wiki/Category:Len_loje_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,len luka,Category:Len luka (toki pona),https://commons.wikimedia.org/wiki/Category:Len_luka_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,len noka,Category:Len noka (toki pona),https://commons.wikimedia.org/wiki/Category:Len_noka_(toki_pona),,,No,,Yes,https://tok.wikipedia.org/wiki/len_noka,Q137261308,https://www.wikidata.org/wiki/Q137261308,No,
Category:Sitelen Pona ligatures,len pimeja,Category:Len pimeja (toki pona),https://commons.wikimedia.org/wiki/Category:Len_pimeja_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,len sin,Category:Len sin (toki pona),https://commons.wikimedia.org/wiki/Category:Len_sin_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,len walo,Category:Len walo (toki pona),https://commons.wikimedia.org/wiki/Category:Len_walo_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,linja lili,Category:Linja lili (toki pona),https://commons.wikimedia.org/wiki/Category:Linja_lili_(toki_pona),,,Yes,https://sona.pona.la/wiki/linja_lili,No,,,,No,
Category:Sitelen Pona ligatures,linja pona,Category:Linja pona (toki pona),https://commons.wikimedia.org/wiki/Category:Linja_pona_(toki_pona),,,Yes,https://sona.pona.la/wiki/linja_pona,Yes,https://tok.wikipedia.org/wiki/linja_pona,Q124843967,https://www.wikidata.org/wiki/Q124843967,No,
Category:Sitelen Pona ligatures,linja sike,Category:Linja sike (toki pona),https://commons.wikimedia.org/wiki/Category:Linja_sike_(toki_pona),,,Yes,https://sona.pona.la/wiki/linja_sike,Yes,https://tok.wikipedia.org/wiki/sitelen_pona,Q58372003,https://www.wikidata.org/wiki/Q58372003,No,
Category:Sitelen Pona ligatures,linja suwi,Category:Linja suwi (toki pona),https://commons.wikimedia.org/wiki/Category:Linja_suwi_(toki_pona),,,Yes,https://sona.pona.la/wiki/linja_suwi,No,,,,No,
Category:Sitelen Pona ligatures,lipu kasi,Category:Lipu kasi (toki pona),https://commons.wikimedia.org/wiki/Category:Lipu_kasi_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,lipu kule,Category:Lipu kule (toki pona),https://commons.wikimedia.org/wiki/Category:Lipu_kule_(toki_pona),,,Yes,https://sona.pona.la/wiki/lipu_kule,Yes,https://tok.wikipedia.org/wiki/lipu_kule,Q108870328,https://www.wikidata.org/wiki/Q108870328,No,
Category:Sitelen Pona ligatures,lipu majuna,Category:Lipu majuna (toki pona),https://commons.wikimedia.org/wiki/Category:Lipu_majuna_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,lipu nanpa,Category:Lipu nanpa (toki pona),https://commons.wikimedia.org/wiki/Category:Lipu_nanpa_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,lipu nimi,Category:Lipu nimi (toki pona),https://commons.wikimedia.org/wiki/Category:Lipu_nimi_(toki_pona),,,No,,Yes,https://tok.wikipedia.org/wiki/lipu_nimi,Q23622,https://www.wikidata.org/wiki/Q23622,No,
Category:Sitelen Pona ligatures,lipu sewi,Category:Lipu sewi (toki pona),https://commons.wikimedia.org/wiki/Category:Lipu_sewi_(toki_pona),,,No,,Yes,https://tok.wikipedia.org/wiki/lipu_sewi,Q179461,https://www.wikidata.org/wiki/Q179461,No,
Category:Sitelen Pona ligatures,lipu sona,Category:Lipu sona (toki pona),https://commons.wikimedia.org/wiki/Category:Lipu_sona_(toki_pona),,,No,,Yes,https://tok.wikipedia.org/wiki/lipu_sona,Q5292,https://www.wikidata.org/wiki/Q5292,No,
Category:Sitelen Pona ligatures,lipu tenpo,Category:Lipu tenpo (toki pona),https://commons.wikimedia.org/wiki/Category:Lipu_tenpo_(toki_pona),,,Yes,https://sona.pona.la/wiki/lipu_tenpo,Yes,https://tok.wikipedia.org/wiki/lipu_tenpo,Q108679008,https://www.wikidata.org/wiki/Q108679008,No,
Category:Sitelen Pona ligatures,lipu toki,Category:Lipu toki (toki pona),https://commons.wikimedia.org/wiki/Category:Lipu_toki_(toki_pona),,,No,,Yes,https://tok.wikipedia.org/wiki/lipu,Q571,https://www.wikidata.org/wiki/Q571,No,
Category:Sitelen Pona ligatures,lipu unpa,Category:Lipu unpa (toki pona),https://commons.wikimedia.org/wiki/Category:Lipu_unpa_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,loje jelo,Category:Loje jelo (toki pona),https://commons.wikimedia.org/wiki/Category:Loje_jelo_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,loje walo,Category:Loje walo (toki pona),https://commons.wikimedia.org/wiki/Category:Loje_walo_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,luka luka,Category:Luka luka (toki pona),https://commons.wikimedia.org/wiki/Category:Luka_luka_(toki_pona),,,No,,Yes,https://tok.wikipedia.org/wiki/nanpa_10,Q23806,https://www.wikidata.org/wiki/Q23806,No,
Category:Sitelen Pona ligatures,luka luka luka,Category:Luka luka luka (toki pona),https://commons.wikimedia.org/wiki/Category:Luka_luka_luka_(toki_pona),,,No,,Yes,https://tok.wikipedia.org/wiki/nanpa_15,Q38701,https://www.wikidata.org/wiki/Q38701,No,
Category:Sitelen Pona ligatures,luka luka luka luka,Category:Luka luka luka luka (toki pona),https://commons.wikimedia.org/wiki/Category:Luka_luka_luka_luka_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,luka luka luka tu,Category:Luka luka luka tu (toki pona),https://commons.wikimedia.org/wiki/Category:Luka_luka_luka_tu_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,luka luka luka tu tu,Category:Luka luka luka tu tu (toki pona),https://commons.wikimedia.org/wiki/Category:Luka_luka_luka_tu_tu_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,luka luka luka tu wan,Category:Luka luka luka tu wan (toki pona),https://commons.wikimedia.org/wiki/Category:Luka_luka_luka_tu_wan_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,luka luka luka wan,Category:Luka luka luka wan (toki pona),https://commons.wikimedia.org/wiki/Category:Luka_luka_luka_wan_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,luka luka luka wan tu,Category:Luka luka luka wan tu (toki pona),https://commons.wikimedia.org/wiki/Category:Luka_luka_luka_wan_tu_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,luka luka tu,Category:Luka luka tu (toki pona),https://commons.wikimedia.org/wiki/Category:Luka_luka_tu_(toki_pona),,,No,,Yes,https://tok.wikipedia.org/wiki/nanpa_12,Q36977,https://www.wikidata.org/wiki/Q36977,No,
Category:Sitelen Pona ligatures,luka luka tu tu,Category:Luka luka tu tu (toki pona),https://commons.wikimedia.org/wiki/Category:Luka_luka_tu_tu_(toki_pona),,,No,,Yes,https://tok.wikipedia.org/wiki/nanpa_14,Q38582,https://www.wikidata.org/wiki/Q38582,No,
Category:Sitelen Pona ligatures,luka luka tu wan,Category:Luka luka tu wan (toki pona),https://commons.wikimedia.org/wiki/Category:Luka_luka_tu_wan_(toki_pona),,,No,,Yes,https://tok.wikipedia.org/wiki/nanpa_13,Q37141,https://www.wikidata.org/wiki/Q37141,No,
Category:Sitelen Pona ligatures,luka luka wan,Category:Luka luka wan (toki pona),https://commons.wikimedia.org/wiki/Category:Luka_luka_wan_(toki_pona),,,No,,Yes,https://tok.wikipedia.org/wiki/nanpa_11,Q37136,https://www.wikidata.org/wiki/Q37136,No,
Category:Sitelen Pona ligatures,luka luka wan tu,Category:Luka luka wan tu (toki pona),https://commons.wikimedia.org/wiki/Category:Luka_luka_wan_tu_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,luka tu,Category:Luka tu (toki pona),https://commons.wikimedia.org/wiki/Category:Luka_tu_(toki_pona),,,No,,Yes,https://tok.wikipedia.org/wiki/nanpa_7,Q23350,https://www.wikidata.org/wiki/Q23350,No,
Category:Sitelen Pona ligatures,luka tu tu,Category:Luka tu tu (toki pona),https://commons.wikimedia.org/wiki/Category:Luka_tu_tu_(toki_pona),,,No,,Yes,https://tok.wikipedia.org/wiki/nanpa_9,Q19108,https://www.wikidata.org/wiki/Q19108,No,
Category:Sitelen Pona ligatures,luka tu wan,Category:Luka tu wan (toki pona),https://commons.wikimedia.org/wiki/Category:Luka_tu_wan_(toki_pona),,,No,,Yes,https://tok.wikipedia.org/wiki/nanpa_8,Q23355,https://www.wikidata.org/wiki/Q23355,No,
Category:Sitelen Pona ligatures,luka wan,Category:Luka wan (toki pona),https://commons.wikimedia.org/wiki/Category:Luka_wan_(toki_pona),,,No,,Yes,https://tok.wikipedia.org/wiki/nanpa_6,Q23488,https://www.wikidata.org/wiki/Q23488,No,
Category:Sitelen Pona ligatures,luka wan tu,Category:Luka wan tu (toki pona),https://commons.wikimedia.org/wiki/Category:Luka_wan_tu_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,lupa jaki,Category:Lupa jaki (toki pona),https://commons.wikimedia.org/wiki/Category:Lupa_jaki_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,lupa kiwen,Category:Lupa kiwen (toki pona),https://commons.wikimedia.org/wiki/Category:Lupa_kiwen_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,lupa kute,Category:Lupa kute (toki pona),https://commons.wikimedia.org/wiki/Category:Lupa_kute_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,lupa lili,Category:Lupa lili (toki pona),https://commons.wikimedia.org/wiki/Category:Lupa_lili_(toki_pona),,,No,,No,,,,No,
Category:Sitelen Pona ligatures,lupa meli,Category:Lupa meli (toki pona),https://commons.wikimedia.org/wiki/Category:Lupa_meli_(toki_pona),,,No,,Yes,https://tok.wikipedia.org/wiki/lupa_meli,Q137441001,https://www.wikidata.org/wiki/Q137441001,No,
